"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","alias","justClassClean","subclassClean","StrMod","DexMod","ConMod","IntMod","WisMod","ChaMod","Acrobatics","AnimalHandling","Arcana","Athletics","Deception","History","Insight","Intimidation","Investigation","Medicine","Nature","Perception","Performance","Persuasion","Religion","SleightOfHand","Stealth","Survival","StrSkills","DexSkills","IntSkills","WisSkills","ChaSkills","ConSkills","TotProfSkills"
"477aab5","5a821e9","987b8291d84d7b8cafd26bea552d9b42","1a2e3ab9","Human","Sailor",2021-05-16 09:45:19,"Monk 20","Monk","Way of the Drunken Master",20,"Lucky",181,20,15,20,18,9,20,11,"","Athletics|Acrobatics|Stealth|Insight|Perception|Performance","Spear|Dart|Unarmed strike","","Int","","United States","US","",NA,NA,"Human","","Spear|Dart|Unarmed Strike","keen_bhaskara","Monk","Way of the Drunken Master",2,5,4,-1,5,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,0,2,1,0,6
"34039ef","8fc15dd","05f39aad03498aebf7557e5dc36f58e0","9827ca64","Fallen Aasimar","Noble",2021-05-07 17:08:43,"Warlock 20","Warlock","The Fiend",20,"",145,12,10,12,10,14,18,20,"","Arcana|History|Religion|Deception|Persuasion","Handaxe|Dagger","","Cha","pact boon/Pact of the Tome*Pact of the Blade*Pact of the Tome*Pact of the Tome*Pact of the Tome*Pact of the Tome|eldritch invocations/Beguiling Influence*Devil's Sight*One with Shadows*Armor of Shadows*Sign of Ill Omen*Lance of Lethargy*Witch Sight*Thirsting Blade","United States","US","",NA,NA,"Aasimar","","Handaxe|Dagger","dazzling_hertz","Warlock","The Fiend",0,1,0,2,4,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,5
"4bda84f","fb17a17","18deb7223d55a84e3e6f99625a96ee37","79e53fe3","Human","Acolyte",2021-04-28 11:27:44,"Paladin 20","Paladin","Oath of Conquest",20,"Tough",244,22,20,14,18,14,12,20,"LN","Athletics|Religion|Insight|Medicine|Intimidation","Holy Avenger Greatsword|Javelin","Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5","Cha","fighting style/Great Weapon Fighting","United States","US","LN",NA,NA,"Human","*|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5","Greatsword|Javelin","inspiring_gagarin","Paladin","Oath of Conquest",5,2,4,2,1,5,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,2,1,0,5
"5bacf3e","cf932b8","45e7d57a2f312e009510340cf790a538","29dee3f7","Human","Sage",2021-01-15 13:46:02,"Druid 20","Druid","Circle of the Shepherd",20,"War Caster|Resilient|Telekinetic",240,17,10,13,18,11,20,12,"","Arcana|History|Nature|Perception|Performance","Sickle|Quarterstaff","","Wis","",NA,NA,"",NA,NA,"Human","","Sickle|Quarterstaff","modest_franklin","Druid","Circle of the Shepherd",0,1,4,0,5,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,5
"3f12c79","19ffaf8","7f08e14b65e632319baff978fd17b967","b876fc7d","Human","Knight",2020-11-13 18:50:09,"Paladin 20","Paladin","Oath of Devotion",20,"",285,16,16,14,18,14,13,14,"","History|Religion|Insight|Intimidation|Persuasion","Javelin Of Lightning","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4|Commune*5|Flame Strike*5","Cha","fighting style/Protection",NA,NA,"",NA,NA,"Human","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4|Commune*5|Flame Strike*5","Javelin","sleepy_austin","Paladin","Oath of Devotion",3,2,4,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,5
"8bcf71d","94bc9ab","62503b3f090db46596ce0035541506dd","3ba84ab0","Human","Smuggler",2020-11-13 16:03:12,"Rogue 20","Rogue","Inquisitive",20,"",163,21,13,20,17,20,11,9,"","Athletics|Stealth|Investigation|Deception","Rapier|Shortbow|Dagger","","Int","expertise/Stealth*Investigation*Deception*Athletics",NA,NA,"",NA,NA,"Human","","Rapier|Shortbow|Dagger","confident_albattani","Rogue","Inquisitive",1,5,3,5,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,4
"8bcf71d","d20b2cf","49b3fc28fc8c8eac5bc376a70be31029","6f0b46bc","Human","Knight",2020-10-29 18:42:13,"Paladin 20","Paladin","Oath of Devotion",20,"Martial Adept",164,18,20,12,15,10,10,16,"","Athletics|Arcana|Religion|Intimidation|Persuasion","Morningstar|Greatsword|Javelin","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Branding Smite*2|Beacon of Hope*3|Dispel Magic*3|Crusader's Mantle*3|Freedom of Movement*4|Guardian of Faith*4|Staggering Smite*4|Commune*5|Flame Strike*5","Cha","combat superiority maneuvers/Sweeping Attack*Riposte|fighting style/Great Weapon Fighting",NA,NA,"",NA,NA,"Human","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Branding Smite*2|Beacon of Hope*3|Dispel Magic*3|Crusader's Mantle*3|Freedom of Movement*4|Guardian of Faith*4|Staggering Smite*4|Commune*5|Flame Strike*5","Morningstar|Greatsword|Javelin","loving_keldysh","Paladin","Oath of Devotion",5,1,2,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,2,0,5
"7d23e24","2ade582","764cf5d767b848f24eb85edd7c3aad8e","71753884","Protector Aasimar","Acolyte",2020-09-27 07:28:28,"Monk 20","Monk","Way of the Four Elements",20,"",143,16,17,20,15,8,13,12,"","Acrobatics|History|Religion|Insight","Sling|Dart|Unarmed Strike","","Int","elemental disciplines/Fist of Four Thunders*Gong of the Summit*Flames of the Phoenix*Eternal Mountain Defense","Canada","CA","",NA,NA,"Aasimar","","Sling|Dart|Unarmed Strike","romantic_knuth","Monk","Way of the Four Elements",3,5,2,-1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,4
"8fdea9f","8f4de93","1a2dfe646947e1dae727e62cb67169e3","d111bbe8","Elephantine","Criminal",2020-09-25 18:11:43,"Wizard 20","Wizard","Graviturgy",20,"Tough|Spell Sniper",222,19,14,11,20,20,10,14,"","Stealth|Arcana|History|Deception","Quarterstaff","Burning Hands*1|Charm Person*1|Unseen Serv*1|Feather Fall*1|Knock*2|Shatter*2|Blur*2|Counter Spell*3|Sleet Storm*3|Haste*3|Fly*3|Banish*4|Polymorph*4|Private Sanctum*4|Gravity Sinkhole*4|Animateobjects*5|Dominate Person*5|Cloudkill*5|Gravity Fissure*6|True Seeing*6|Etherlness*7|Finger Of Death*7|Dark Star*8|Ravenous Void*9","Int","","United States","US","",NA,NA,"Loxodon","Burning Hands*1|Charm Person*1|Unseen Servant*1|Feather Fall*1|Knock*2|Shatter*2|Blur*2|Counterspell*3|Sleet Storm*3|Haste*3|Fly*3|*|Polymorph*4|Ice Storm*4|Grasping Vine*4|Animate Objects*5|Dominate Person*5|Cloudkill*5|*|True Seeing*6|Etherealness*7|Finger of Death*7|*|*","Quarterstaff","adoring_hypatia","Wizard","Graviturgy",2,0,5,5,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,4
"519e6ca","","2b86b8c23f98a018f79f18a1b857b82a","308235b2","Earth Genasi","Grand Minstrel",2020-09-17 16:57:46,"Bard 20","Bard","College of Glamour",20,"Tough|Magic Initiate|Alert",240,10,14,11,15,13,12,15,"","Nature|Deception|Intimidation|Performance|Persuasion","Club|Dagger","","Cha","expertise/Performance*Intimidation*Persuasion*Deception","United States","US","",NA,NA,"Genasi","","Club|Dagger","cranky_heyrovsky","Bard","College of Glamour",2,0,2,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4,0,5
"","615ec4c","2df6baf99f24bdfb9df391708d898c69","e7bb9660","Protector Aasimar","Acolyte",2020-09-12 14:53:39,"Cleric 20","Cleric","Tempest Domain",20,"Elemental Adept|War Caster|Martial Adept",143,14,15,15,15,14,20,16,"","History|Religion|Insight|Persuasion","Warhammer","Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5","Wis","combat superiority maneuvers/Goading Attack","Canada","CA","",NA,NA,"Aasimar","Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5","Warhammer","blissful_jepsen","Cleric","Tempest Domain",2,2,2,2,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,4
"6236717","c97b7e7","2dc883ef24f63817960ff15d6b0f1fa1","8eb6c43d","Hill Dwarf","Acolyte",2020-09-03 18:47:10,"Cleric 20","Cleric","Light Domain",20,"War Caster|Heavily Armored|Tough",270,23,13,14,18,8,18,8,"","History|Religion|Insight|Medicine","Warhammer","Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Flame Strike*5|Scrying*5","Wis","",NA,NA,"",NA,NA,"Dwarf","Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Flame Strike*5|Scrying*5","Warhammer","festive_knuth","Cleric","Light Domain",1,2,4,-1,4,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"6236717","c97b7e7","2f3c80ba26f4c316cc9fc3eeced09aca","b913774d","Goliath","Knight",2020-09-03 16:41:45,"Monk 20","Monk","Way of the Open Hand",20,"",153,18,14,19,14,10,19,10,"","Athletics|Acrobatics|Stealth|Persuasion","Dart|Unarmed Strike","","Int","",NA,NA,"",NA,NA,"Goliath","","Dart|Unarmed Strike","inspiring_meninsky","Monk","Way of the Open Hand",2,4,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,4
"6236717","c97b7e7","afe6a481f056e53128f224ce299cbfbb","6cd9db84","Hill Dwarf","Acolyte",2020-09-03 16:39:50,"Cleric 20","Cleric","Light Domain",20,"War Caster|Dwarven Fortitude|Tough",300,12,14,10,19,10,18,8,"","History|Religion|Insight|Medicine","Warhammer","Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Flame Strike*5|Scrying*5","Wis","",NA,NA,"",NA,NA,"Dwarf","Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Flame Strike*5|Scrying*5","Warhammer","objective_rhodes","Cleric","Light Domain",2,0,4,0,4,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"8e08cc1","","78c9f676d9093cd2157bf689a8db5b4a","eebe0222","Leonine","Noble",2020-08-26 19:19:00,"Paladin 20","Paladin","Oath of Conquest",20,"War Caster|Resilient|Sentinel",204,19,18,18,18,12,12,16,"","Athletics|History|Insight|Perception|Persuasion","Longsword|Javelin","Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5","Cha","fighting style/Defense","United States","US","",NA,NA,"Leonin","*|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5","Longsword|Javelin","laughing_margulis","Paladin","Oath of Conquest",4,4,4,1,1,3,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,5
"dcb35c2","88f7abc","9a1bc8dc524a4a554611f0d2a1f7825a","6379fe7f","Human","Sage",2020-08-25 06:51:55,"Cleric 20","Cleric","Death Domain",20,"War Caster",120,17,10,12,12,14,20,16,"LM","Arcana|History|Religion|Medicine|Persuasion","Warhammer|Crossbow, light","False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4|Antilife Shell*5|Cloudkill*5","Wis","","Brazil","BR","",NA,NA,"Human","False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4|Antilife Shell*5|Cloudkill*5","Warhammer|Crossbow, Light","loving_wing","Cleric","Death Domain",0,1,1,2,5,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,1,0,5
"","98ae31a","240d85eb0070dd6442e28f049c532b46","141ae626","Hill Dwarf","Folk Hero",2020-08-05 21:22:39,"Fighter 20","Fighter","Samurai",20,"Tough|Durable|Weapon Master",284,16,21,15,21,8,9,8,"","Athletics|Animal Handling|Insight|Survival|Intimidation","Halberd|Crossbow, light","","Int","fighting style/Great Weapon Fighting","Canada","CA","",NA,NA,"Dwarf","","Halberd|Crossbow, Light","sad_cocks","Fighter","Samurai",5,2,5,-1,-1,-1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,5
"","98ae31a","84fad6e38ce891abea7fa84b2126494a","e0ad37bb","Lightfoot Halfling","Charlatan",2020-08-05 21:21:55,"Rogue 20","Rogue","Assassin",20,"Skulker|Savage Attacker",203,16,8,20,20,8,15,9,"","Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception","Rapier|Shortbow|Dagger","","Int","expertise/Stealth*Sleight of Hand*Perception*Acrobatics","Canada","CA","",NA,NA,"Halfling","","Rapier|Shortbow|Dagger","mystifying_sammet","Rogue","Assassin",-1,5,5,-1,2,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,1,1,0,6
"","98ae31a","aba1d3f33e3291efaef8a152e07a9019","ee932c85","Half-Orc","Outlander",2020-08-05 21:21:13,"Barbarian 20","Barbarian","Path of the Berserker",20,"Tough|Mobile",305,20,22,18,22,8,8,8,"","Athletics|Nature|Animal Handling|Survival|Intimidation","Greataxe|Handaxe|Javelin","","Int","","Canada","CA","",NA,NA,"Half-Orc","","Greataxe|Handaxe|Javelin","stoic_jones","Barbarian","Path of the Berserker",6,4,6,-1,-1,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2,1,0,5
"","98ae31a","c9cd14df80bbc980eaec4fa7f7a7a54e","931e7652","Tiefling","Acolyte",2020-08-05 21:20:25,"Monk 20","Monk","Way of the Long Death",20,"Mage Slayer",166,18,8,20,16,9,17,10,"","Athletics|Acrobatics|Religion|Insight","Quarterstaff|Dart|Unarmed strike","","Int","tiefling variants menu/Winged","Canada","CA","",NA,NA,"Tiefling","","Quarterstaff|Dart|Unarmed Strike","focused_faraday","Monk","Way of the Long Death",-1,5,3,-1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,4
"","98ae31a","0ce906d0bdcd9884dca566b9adcd56fa","8136ce11","High Elf","Acolyte",2020-08-05 21:18:57,"Monk 20","Monk","Way of the Sun Soul",20,"",163,20,8,20,17,9,20,8,"","Athletics|Acrobatics|Religion|Insight|Perception","Shortsword|Dart|Unarmed strike","","Int","","Canada","CA","",NA,NA,"Elf","","Shortsword|Dart|Unarmed Strike","priceless_wiles","Monk","Way of the Sun Soul",-1,5,3,-1,5,-1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,5
"7d366c7","5a667ab","4944991799aa7ea5c7a2aacb4cde71da","338704be","Half-Elf","Custom",2020-07-24 07:13:37,"Barbarian 20","Barbarian","Path of the Storm Herald",20,"Alert|Elven Accuracy",274,21,24,18,24,10,13,11,"","Nature|Insight|Perception|Survival|Intimidation|Persuasion","Greataxe|Handaxe|Javelin","","Int","",NA,NA,"",NA,NA,"Half-Elf","","Greataxe|Handaxe|Javelin","frosty_mclaren","Barbarian","Path of the Storm Herald",7,4,7,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,3,2,0,6
"818d895","d68edcb","09f650fdaac66d74599b09fa12a7d1b6","18a453d7","Half-Orc","Noble",2020-07-12 11:05:35,"Cleric 20","Cleric","Forge Domain",20,"Heavy Armor Master",186,21,20,10,18,12,20,9,"","History|Insight|Medicine|Intimidation|Persuasion","Crossbow, light|Defender +3","Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5","Wis","",NA,NA,"",NA,NA,"Half-Orc","Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5","Crossbow, Light|","heuristic_ramanujan","Cleric","Forge Domain",5,0,4,1,5,-1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,0,5
"a279154","9bc0ff1","c78cdaa137534ad8bb14196e25ac09c5","f5b923c9","Human","Mercenary Veteran",2020-06-11 18:32:32,"Paladin 20","Paladin","Oath of Conquest",20,"",271,20,29,20,20,18,16,20,"lawfull neutral ","Athletics|Insight|Intimidation|Persuasion","Handaxe|Warhammer Of Thunder And Lightning","Armor of Frost*1|Command*1|Thunderous Smite*1|Searing Smite*1|Divine Favor*1|Cure wounds *1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5","Cha","fighting style/Dueling","United States","US","LN",NA,NA,"Human","*|Command*1|Thunderous Smite*1|Searing Smite*1|Divine Favor*1|Cure Wounds*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5","Handaxe|Warhammer","peaceful_engelbart","Paladin","Oath of Conquest",9,5,5,4,3,5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4
"d2fa1d1","b64c5af","619d2926562813d238284ae74e7a96f9","a554c182","Mountain Dwarf","Hermit",2020-06-09 12:41:00,"Sorcerer 20","Sorcerer","Draconic Bloodline",20,"",202,24,12,12,20,10,11,20,"","Arcana|Religion|Medicine|Persuasion","Crossbow, light|Dagger|Warhammer Of Chaos ","Ray of Frost*0|Frostbite*0|Mending*0|Fire Bolt*0|Prestidigitation*0|Chill Touch*0|Ice Knife*1|Chromatic Orb*1|False Life*1|Magic Missile*1|Shield*1|Snilloc's Snowball Storm*2|Dragon's Breath*2|Lightning Bolt*3|Mirror Image*3|Ice Storm*4|Animate Objects*5|Sunbeam*6|Prismatic Spray

*7|Power Word: Stun*8|Gate*9","Cha","metamagic/Twinned Spell*Quickened Spell*Careful Spell*Empowered Spell","United States","US","",NA,NA,"Dwarf","Ray of Frost*0|Frostbite*0|Mending*0|Fire Bolt*0|Prestidigitation*0|Chill Touch*0|Ice Knife*1|Chromatic Orb*1|False Life*1|Magic Missile*1|Shield*1|Snilloc's Snowball Swarm*2|Dragon's Breath*2|Lightning Bolt*3|*|Ice Storm*4|Animate Objects*5|Sunbeam*6|Prismatic Spray*7|Power Word Stun*8|Gate*9","Crossbow, Light|Dagger|Warhammer","quirky_fermat","Sorcerer","Draconic Bloodline",1,1,5,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,1,0,4
"937ffe6","21e981a","04418764ec85e0909a7c32f9bbfacb12","288b5a88","Lightfoot Halfling","Folk Hero",2020-06-05 22:41:55,"Warlock 20","Warlock","The Celestial",20,"Lucky|Observant|War Caster",200,14,12,14,14,13,16,20,"","Arcana|Nature|Animal Handling|Survival|Deception|Persuasion","Crossbow, light|Quarterstaff|Dagger","Light*0|Sacred Flame*0","Cha","pact boon/Pact of the Tome|eldritch invocations/Fiendish Vigor*Agonizing Blast*Book of Ancient Secrets*Sculptor of Flesh*Ghostly Gaze*Armor of Shadows*Beguiling Influence*Minions of Chaos",NA,NA,"",NA,NA,"Halfling","Light*0|Sacred Flame*0","Crossbow, Light|Quarterstaff|Dagger","hungry_lalande","Warlock","The Celestial",1,2,2,1,3,5,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,2,0,6
"ceb604d","49be15a","28041c11fded5b9e622c03dfd8a26476","3aa8b608","Variant","Noble",2020-05-13 01:04:43,"Paladin 20","Paladin","Oath of Devotion",20,"Polearm Master|Tough",300,19,20,14,16,12,11,18,"","History|Religion|Intimidation|Persuasion","Glaive|Longsword|Javelin","Prestidigitation*0|Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4|Commune*5|Flame Strike*5","Cha","fighting style/Defense","United States","US","",NA,NA,"Half-Elf","Prestidigitation*0|Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4|Commune*5|Flame Strike*5","Glaive|Longsword|Javelin","vibrant_goldstine","Paladin","Oath of Devotion",5,2,3,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,4
"","","31002b6cabf1bb969d065ea040d608b8","168f07f0","Human","Sage",2020-05-09 14:32:53,"Wizard 20","Wizard","School of Evocation",20,"Elemental Adept|Spell Sniper",141,23,8,18,19,20,12,8,"","Arcana|History|Investigation|Religion|Perception","Dagger","Acid Splash*0|Chill Touch*0|Ray of Frost*0|Prestidigitation*0|Firebolt*0|Mage Hand*0|Burning Hands*1|Comprehend Languages (R)*1|Detect Magic (R)*1|Find Familiar (R)*1|Hideous Laughter*1|Magic Missile*1|Shield (reaction)*1|Identify (R)*1|Scorching Ray*2|Shatter*2|Flaming Sphere*2|Misty Step*2|Fireball*3|Fly*3|Dispel Magic*3|Counterspell*3|Wall of Fire*4|Conjure Minor Elementals*4|Polymorph*4|Stone Shape*4|Wall of Force*5|Arcane Hand*5|Cone of Cold*5|Passwall*5|Chain Lightning*6|Sunbeam*6|Flesh to Stone*6|Globe of Invulnerability*6|Delayed Blast Fireball*7|Forcecage*7|Planeshift*7|Teleport*7|Incendiary Cloud*8|Sunburst*8|Feeblemind*8|Maze*8|Meteor Swarm*9|Wish*9","Int","","Canada","CA","",NA,NA,"Human","Acid Splash*0|Chill Touch*0|Ray of Frost*0|Prestidigitation*0|Fire Bolt*0|Mage Hand*0|Burning Hands*1|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Tasha's Hideous Laughter*1|Magic Missile*1|*|Identify*1|Scorching Ray*2|Shatter*2|Flaming Sphere*2|Misty Step*2|Fireball*3|Fly*3|Dispel Magic*3|Counterspell*3|Wall of Fire*4|Conjure Minor Elementals*4|Polymorph*4|Stone Shape*4|Wall of Force*5|Bigby's Hand*|Cone of Cold*5|Passwall*5|Chain Lightning*6|Sunbeam*6|Flesh to Stone*6|Globe of Invulnerability*6|Delayed Blast Fireball*7|Forcecage*7|Plane Shift*7|Teleport*7|Incendiary Cloud*8|Sunburst*8|Feeblemind*8|Maze*8|Meteor Swarm*9|Wish*9","Dagger","objective_bell","Wizard","School of Evocation",-1,4,4,5,1,-1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,5
"47b1ce2","a50747e","4908e61054756710fd827eac244a9b36","0568bf99","Kenku","Clan Crafter",2020-04-18 17:36:54,"Warlock 20","Warlock","The Great Old One",20,"Actor|War Caster",220,16,12,20,16,14,14,21,"","Stealth|Arcana|History|Religion|Insight|Deception","Crossbow, light|Dagger|Dagger","","Cha","pact boon/Pact of the Tome|eldritch invocations/Mask of Many Faces*Eyes of the Rune Keeper*Agonizing Blast*Book of Ancient Secrets*Bewitching Whispers*Maddening Hex*Shroud of Shadow*Witch Sight","United States","US","",NA,NA,"Kenku","","Crossbow, Light|Dagger|Dagger","amazing_mclean","Warlock","The Great Old One",1,5,3,2,2,5,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,0,6
"918e3e0","ff3e743","d9115aad3deb53f0988350d0fef8aa84","09ed6fd5","Elephantine","Faction Agent",2020-03-29 22:24:41,"Cleric 20","Cleric","Life Domain",20,"War Caster|Lucky|Shield Master",243,18,22,17,24,21,27,18,"","History|Religion|Insight|Persuasion","Mace|Crossbow, light","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5","Wis","","United States","US","",NA,NA,"Loxodon","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5","Mace|Crossbow, Light","stupefied_robinson","Cleric","Life Domain",6,3,7,5,8,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,4
"918e3e0","ff3e743","2ecbf2525f371e9b2d994991b11f9c97","212aa9ee","Lightfoot Halfling","Faction Agent",2020-03-29 22:10:49,"Cleric 20","Cleric","Life Domain",20,"War Caster",223,18,22,20,22,21,26,20,"","History|Religion|Insight|Medicine","Mace|Crossbow, light","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5","Wis","","United States","US","",NA,NA,"Halfling","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5","Mace|Crossbow, Light","determined_napier","Cleric","Life Domain",6,5,6,5,8,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"","cd7be8a","a1d8573ec6ebeea6e5b2a28a2c72ae7e","6e4905b9","Scourge Aasimar","Far Traveler",2020-03-22 13:25:39,"Sorcerer 20","Sorcerer","Storm Sorcery",20,"",138,10,8,10,16,10,12,20,"Lawful Good","Religion|Insight|Perception|Intimidation","Crossbow, light|Dagger|Dagger +1|Skyblinder Staff +1","","Cha","metamagic/Twinned Spell*Empowered Spell*Careful Spell*Heightened Spell","Canada","CA","LG",NA,NA,"Aasimar","","Crossbow, Light|Dagger|Dagger|","quizzical_snyder","Sorcerer","Storm Sorcery",-1,0,3,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,4
